Dept,Course,Description,Section,Comp,Del,StartMonth,StartDay,EndMonth,EndDay,ClassDayOfWeek,ClassHour,ClassDuration,Room,ProfFirstName,ProfLastName
BIOL,BIOL3205,Human Physiology II,1,1,1,1,4,4,20,Tuesday,16,1.5,EA2007,Day,Trevor
BIOL,BIOL4401,Human Physiology II,1,1,2,1,4,4,20,Thursday,16,1.5,EA2007,Day,Trevor
BIOL,BIOL3301,Human Physiology II,1,2,1,1,4,4,20,Monday,13,1.5,E123,Atkinson,Laura
BIOL,BIOL4401,Human Physiology II,1,2,2,1,4,4,20,Wednesday,13,1.5,E123,Atkinson,Laura
BIOL,BIOL3301,Human Physiology II,1,501,1,1,4,4,20,Monday,11.5,3,B240,Sheedy,Karen
BIOL,BIOL4401,Human Physiology II,1,502,1,1,4,4,20,Monday,14.5,3,B240,Sheedy,Karen
BIOL,BIOL3301,Human Physiology II,1,503,1,1,4,4,20,Tuesday,11.5,3,B240,Sheedy,Karen
BIOL,BIOL4401,Human Physiology II,1,504,1,1,4,4,20,Tuesday,14.5,3,B240,Sheedy,Karen
BIOL,BIOL3301,Animal Behavior,1,1,1,1,4,4,20,Monday,14.5,1.5,E131,Owen,Robin
BIOL,BIOL4401,Animal Behavior,1,1,2,1,4,4,20,Wednesday,14.5,1.5,E131,Owen,Robin
BIOL,BIOL3401,Big Questions & Big Data in Biology,1,1,1,1,4,4,20,Tuesday,16,1.5,EA2067,Dawson,Andria
BIOL,BIOL4401,Big Questions & Big Data in Biology,1,1,2,1,4,4,20,Thursday,16,1.5,EA2067,Dawson,Andria
BIOL,BIOL4102,Pathophysiology: Mech of Disease,1,1,1,1,4,4,20,Monday,13,1.5,EA2068,Tjandra,Kartika
BIOL,BIOL4401,Pathophysiology: Mech of Disease,1,1,2,1,4,4,20,Wednesday,13,1.5,EA2068,Tjandra,Kartika
BIOL,BIOL4202,Pathophysiology: Mech of Disease,1,2,1,1,4,4,20,Monday,14.5,1.5,EA2056,Tjandra,Kartika
BIOL,BIOL4401,Pathophysiology: Mech of Disease,1,2,2,1,4,4,20,Wednesday,14.5,1.5,EA2056,Tjandra,Kartika
BIOL,BIOL4202,Adv. Cell & Molecular Biology,1,501,1,1,4,4,20,Monday,8.5,3,B145,Bird,David
BIOL,BIOL4401,Adv. Cell & Molecular Biology,1,501,2,1,4,4,20,Wednesday,8.5,3,B145,Bird,David
BIOL,BIOL4209,Neuroscience,1,1,1,1,4,4,20,Friday,10,3,T230,Armstrong,Carol
BIOL,BIOL4401,Population and Conservation Genetic,1,1,1,1,4,4,20,Tuesday,8.5,1.5,EA1054,Owen,Robin
BIOL,BIOL5202,Population and Conservation Genetic,1,1,2,1,4,4,20,Thursday,8.5,1.5,EA1054,Owen,Robin
BIOL,BIOL5201,Independent Project I,1,1,1,1,4,4,20,Monday,16,3,EA1043,,
BIOL,BIOL5202,Independent Projects II,1,1,1,1,4,4,20,Monday,16,3,EA1043,,
BIOL,BIOL5203,Cell and Molecular Bio Capstone,1,1,1,1,4,4,20,Thursday,13,3,EC1135,Bird,David
BIOL,BIOL5208,Anatomy & Physiology Capstone,1,1,1,1,4,4,20,Thursday,13,3,EA1024,Strzalkowski,Nick
BIOL,NTST0130,Anatomy & Physiology Capstone,1,2,1,1,4,4,20,Thursday,13,3,T134,Atkinson,Laura
BIOL,BIOL5301,Evolution & Ecology Capstone,1,1,1,1,4,4,20,Thursday,13,3,W207,Smith Wuitchik,Sara
CE,NTST0130,Introduction to Native Studies,1,65,1,1,4,4,20,Monday,8.5,1.5,EB1014,Barnes,Barbara
CE,BCEM4210,Introduction to Native Studies,1,65,2,1,4,4,20,Wednesday,8.5,1.5,EB1014,Barnes,Barbara
CHPH,ASTR1101,The Solar System,1,1,1,1,4,4,20,Monday,8.5,1.5,B101,,
CHPH,BCEM4210,The Solar System,1,1,2,1,4,4,20,Wednesday,8.5,1.5,B101,,
CHPH,ASTR1103,The Solar System,2,2,1,1,4,4,20,Monday,10,1.5,W231,,
CHPH,BCEM4210,The Solar System,2,2,2,1,4,4,20,Wednesday,10,1.5,W231,,
CHPH,ASTR1103,The Universe at Large,1,1,1,1,4,4,20,Monday,11.5,1.5,I120,Scott,William
CHPH,BCEM4210,The Universe at Large,1,1,2,1,4,4,20,Wednesday,11.5,1.5,I120,Scott,William
CHPH,ASTR1303,"Stars, Galaxies, and Cosmology",1,1,1,1,4,4,20,Monday,14.5,1.5,T223,Slawinski,Raphael
CHPH,BCEM4210,"Stars, Galaxies, and Cosmology",1,1,2,1,4,4,20,Wednesday,14.5,1.5,T223,Slawinski,Raphael
CHPH,ASTR2105,Astrobiology,1,1,1,1,4,4,20,Monday,14.5,1.5,B231,Scott,William
CHPH,BCEM4210,Astrobiology,1,1,2,1,4,4,20,Wednesday,14.5,1.5,B231,Scott,William
CHPH,ASTR2107,Celestial Mech and Relativity,1,1,1,1,4,4,20,Monday,13,1.5,B222,Slawinski,Raphael
CHPH,BCEM4210,Celestial Mech and Relativity,1,1,2,1,4,4,20,Wednesday,13,1.5,B222,Slawinski,Raphael
CHPH,BCEM2201,General Biochemistry,1,1,1,1,4,4,20,Monday,8.5,1.5,W322,Acedo,Jeella
CHPH,BCEM4210,General Biochemistry,1,1,2,1,4,4,20,Wednesday,8.5,1.5,W322,Acedo,Jeella
CHPH,BCEM3202,General Biochemistry,1,2,1,1,4,4,20,Monday,13,1.5,W316,,
CHPH,BCEM4210,General Biochemistry,1,2,2,1,4,4,20,Wednesday,13,1.5,W316,,
CHPH,BCEM3202,General Biochemistry,1,501,1,1,4,4,20,Tuesday,8.5,3,B281,,
CHPH,BCEM4210,General Biochemistry,1,502,1,1,4,4,20,Tuesday,11.5,3,B281,,
CHPH,BCEM3202,General Biochemistry,1,503,1,1,4,4,20,Tuesday,14.5,3,B281,,
CHPH,BCEM4210,General Biochemistry,1,504,1,1,4,4,20,Thursday,8.5,3,B281,Kapocsi-Kiss,Eniko
CHPH,BCEM3202,General Biochemistry,1,505,1,1,4,4,20,Thursday,11.5,3,B281,,
CHPH,BCEM4210,General Biochemistry,1,506,1,1,4,4,20,Thursday,14.5,3,B281,,
CHPH,BCEM3202,Enzymes and Metabolic Systems,1,1,1,1,4,4,20,Tuesday,10,1.5,W322,Chik,John
CHPH,BCEM4210,Enzymes and Metabolic Systems,1,1,2,1,4,4,20,Thursday,10,1.5,W322,Chik,John
CHPH,CHEM2102,Enzymes and Metabolic Systems,1,501,1,1,4,4,20,Wednesday,8.5,3,B281,Kapocsi-Kiss,Eniko
CHPH,BCEM4210,Enzymes and Metabolic Systems,1,502,1,1,4,4,20,Wednesday,11.5,3,B281,,
CHPH,CHEM2102,Enzymes and Metabolic Systems,1,503,1,1,4,4,20,Wednesday,14.5,3,B281,,
CHPH,BCEM4210,Topics in Structural Biology,1,1,1,1,4,4,20,Tuesday,11.5,1.5,T134,Chik,John
CHPH,CHEM2102,Topics in Structural Biology,1,1,2,1,4,4,20,Thursday,11.5,1.5,T134,Chik,John
CHPH,BCEM4212,Biochemical Pharmacology,1,1,1,1,4,4,20,Tuesday,10,1.5,T231,,
CHPH,CHEM2102,Biochemical Pharmacology,1,1,2,1,4,4,20,Thursday,10,1.5,T231,,
CHPH,BCEM5200,Analytical Biochemistry in a Commun,1,501,1,1,4,4,20,Monday,8.5,3,B281,Chik,John
CHPH,CHEM2102,Analytical Biochemistry in a Commun,1,501,2,1,4,4,20,Friday,8.5,3,B281,Chik,John
CHPH,CHEM0115,Basic Chemistry I,1,1,1,1,4,4,20,Monday,10,1.5,B202,,
CHPH,CHEM2102,Basic Chemistry I,1,1,2,1,4,4,20,Wednesday,10,1.5,B202,,
CHPH,CHEM0130,Basic Chemistry I,1,401,1,1,4,4,20,Monday,12.5,1,EA1045,,
CHPH,CHEM2102,Basic Chemistry I,1,402,1,1,4,4,20,Monday,13.5,1,EA1045,,
CHPH,CHEM0130,Basic Chemistry I,1,501,1,1,4,4,20,Thursday,14.5,1.5,B270,,
CHPH,CHEM2102,Basic Chemistry I,1,502,1,1,4,4,20,Thursday,11.5,1.5,B270,,
CHPH,CHEM0130,Basic Chemistry I,2,65,1,1,4,4,20,Monday,10,1.5,B202,,
CHPH,CHEM2102,Basic Chemistry I,2,65,2,1,4,4,20,Wednesday,10,1.5,B202,,
CHPH,CHEM0130,Basic Chemistry I,2,465,1,1,4,4,20,Monday,12.5,1,EA1045,,
CHPH,CHEM2102,Basic Chemistry I,2,565,1,1,4,4,20,Thursday,14.5,1.5,B270,,
CHPH,CHEM0130,Basic Chemistry II,1,1,1,1,4,4,20,Tuesday,13,1.5,O226,,
CHPH,CHEM2102,Basic Chemistry II,1,1,2,1,4,4,20,Thursday,13,1.5,O226,,
CHPH,CHEM1201,Basic Chemistry II,1,2,1,1,4,4,20,Monday,10,1.5,W316,,
CHPH,CHEM2102,Basic Chemistry II,1,2,2,1,4,4,20,Wednesday,10,1.5,W316,,
CHPH,CHEM1201,Basic Chemistry II,1,3,1,1,4,4,20,Wednesday,8.5,1.5,EA2031,,
CHPH,CHEM2102,Basic Chemistry II,1,3,2,1,4,4,20,Friday,8.5,1.5,EA2031,,
CHPH,CHEM1201,Basic Chemistry II,1,401,1,1,4,4,20,Monday,14.5,1,E123,,
CHPH,CHEM2102,Basic Chemistry II,1,402,1,1,4,4,20,Friday,13,1,T230,,
CHPH,CHEM1201,Basic Chemistry II,1,403,1,1,4,4,20,Monday,16,1,T230,,
CHPH,CHEM2102,Basic Chemistry II,1,404,1,1,4,4,20,Thursday,16,1,T234,,
CHPH,CHEM1201,Basic Chemistry II,1,405,1,1,4,4,20,Wednesday,16,1,T234,,
CHPH,CHEM2102,Basic Chemistry II,1,406,1,1,4,4,20,Monday,8.5,1,T234,,
CHPH,CHEM1201,Basic Chemistry II,1,407,1,1,4,4,20,Friday,14.5,1,B202,,
CHPH,CHEM2102,Basic Chemistry II,1,501,1,1,4,4,20,Tuesday,14.5,1.5,B270,,
CHPH,CHEM1201,Basic Chemistry II,1,502,1,1,4,4,20,Tuesday,10,1.5,B270,,
CHPH,CHEM2102,Basic Chemistry II,1,503,1,1,4,4,20,Tuesday,13,1.5,B270,,
CHPH,CHEM1201,Basic Chemistry II,1,504,1,1,4,4,20,Tuesday,11.5,1.5,B270,,
CHPH,CHEM2102,Basic Chemistry II,1,505,1,1,4,4,20,Wednesday,14.5,1.5,B270,,
CHPH,CHEM1201,Basic Chemistry II,1,506,1,1,4,4,20,Tuesday,8.5,1.5,B270,,
CHPH,CHEM2102,Basic Chemistry II,1,507,1,1,4,4,20,Wednesday,13,1.5,B270,,
CHPH,CHEM1201,Basic Chemistry II,1,508,1,1,4,4,20,Wednesday,11.5,1.5,B270,,
CHPH,CHEM2102,Basic Chemistry II,1,509,1,1,4,4,20,Wednesday,8.5,1.5,B270,,
CHPH,CHEM1201,Basic Chemistry II,2,65,1,1,4,4,20,Tuesday,13,1.5,O226,,
CHPH,CHEM2102,Basic Chemistry II,2,65,2,1,4,4,20,Thursday,13,1.5,O226,,
CHPH,CHEM1201,Basic Chemistry II,2,465,1,1,4,4,20,Thursday,16,1,T234,,
CHPH,CHEM2102,Basic Chemistry II,2,565,1,1,4,4,20,Wednesday,14.5,1.5,B270,,
CHPH,CHEM1201,General Chem- Structure & Bonding,1,1,1,1,4,4,20,Tuesday,14.5,1.5,O226,Acedo,Jeella
CHPH,CHEM2102,General Chem- Structure & Bonding,1,1,2,1,4,4,20,Thursday,14.5,1.5,O226,Acedo,Jeella
CHPH,CHEM1202,General Chem- Structure & Bonding,1,2,1,1,4,4,20,Tuesday,16,1.5,O226,Acedo,Jeella
CHPH,CHEM2102,General Chem- Structure & Bonding,1,2,2,1,4,4,20,Thursday,16,1.5,O226,Acedo,Jeella
CHPH,CHEM1202,General Chem- Structure & Bonding,1,501,1,1,4,4,20,Wednesday,8.5,2,E209,Ho,Karen
CHPH,CHEM2102,General Chem- Structure & Bonding,1,501,2,1,4,4,20,0,0,0,B264,Ho,Karen
CHPH,CHEM1202,General Chem- Structure & Bonding,1,502,1,1,4,4,20,Wednesday,10.5,2,E209,Ho,Karen
CHPH,CHEM2102,General Chem- Structure & Bonding,1,502,2,1,4,4,20,0,0,0,B264,Ho,Karen
CHPH,CHEM1202,General Chem- Structure & Bonding,1,503,1,1,4,4,20,Wednesday,12.5,2,E209,,
CHPH,CHEM2102,General Chem- Structure & Bonding,1,503,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM1202,General Chem- Structure & Bonding,1,504,1,1,4,4,20,Wednesday,14.5,2,E209,Ho,Karen
CHPH,CHEM2102,General Chem- Structure & Bonding,1,504,2,1,4,4,20,0,0,0,B264,Ho,Karen
CHPH,CHEM1202,General Chem- Structure & Bonding,1,505,1,1,4,4,20,Wednesday,16.5,2,E209,Ho,Karen
CHPH,CHEM2102,General Chem- Structure & Bonding,1,505,2,1,4,4,20,0,0,0,B264,Ho,Karen
CHPH,CHEM1202,General Chem- Structure & Bonding,1,506,1,1,4,4,20,Wednesday,18.5,2,E209,,
CHPH,CHEM2102,General Chem- Structure & Bonding,1,506,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM1202,Gen Chem Intro to Quantitative Chem,1,1,1,1,4,4,20,Wednesday,10,1.5,E133,Lovallo,Christopher
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,1,2,1,4,4,20,Friday,10,1.5,E133,Lovallo,Christopher
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,2,1,1,4,4,20,Monday,8.5,1.5,E133,Lovallo,Christopher
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,2,2,1,4,4,20,Wednesday,8.5,1.5,E133,Lovallo,Christopher
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,3,1,1,4,4,20,Tuesday,8.5,1.5,E133,Webb,Dylan
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,3,2,1,4,4,20,Thursday,8.5,1.5,E133,Webb,Dylan
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,4,1,1,4,4,20,Monday,16,1.5,E133,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,4,2,1,4,4,20,Wednesday,16,1.5,E133,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,501,1,1,4,4,20,Monday,8.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,501,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,502,1,1,4,4,20,Monday,11.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,502,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,503,1,1,4,4,20,Monday,14.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,503,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,504,1,1,4,4,20,Monday,17.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,504,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,505,1,1,4,4,20,Tuesday,8.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,505,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,506,1,1,4,4,20,Tuesday,11.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,506,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,507,1,1,4,4,20,Tuesday,14.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,507,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,508,1,1,4,4,20,Tuesday,17.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,508,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,509,1,1,4,4,20,Thursday,8.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,509,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,510,1,1,4,4,20,Thursday,11.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,510,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,511,1,1,4,4,20,Thursday,14.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,511,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,512,1,1,4,4,20,Thursday,17.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,512,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,513,1,1,4,4,20,Friday,8.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,513,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,514,1,1,4,4,20,Friday,11.5,3,E209,,
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,514,2,1,4,4,20,0,0,0,B264,,
CHPH,CHEM2101,Gen Chem Intro to Quantitative Chem,1,515,1,1,4,4,20,Friday,14.5,3,E209,Ho,Karen
CHPH,CHEM2102,Gen Chem Intro to Quantitative Chem,1,515,2,1,4,4,20,0,0,0,B264,Ho,Karen
CHPH,CHEM2101,Organic Chemistry I,1,1,1,1,4,4,20,Monday,13,1.5,T143,,
CHPH,CHEM2102,Organic Chemistry I,1,1,2,1,4,4,20,Wednesday,13,1.5,T143,,
CHPH,CHEM2211,Organic Chemistry I,1,401,1,1,4,4,20,Friday,9.5,1,T241,,
CHPH,CHEM2102,Organic Chemistry I,1,402,1,1,4,4,20,Friday,12,1,E125,,
CHPH,CHEM2211,Organic Chemistry I,1,403,1,1,4,4,20,Friday,8.5,1,E125,,
CHPH,CHEM2102,Organic Chemistry I,1,501,1,1,4,4,20,Tuesday,8.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry I,1,501,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2102,Organic Chemistry I,1,502,1,1,4,4,20,Tuesday,11.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry I,1,502,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2102,Organic Chemistry I,1,503,1,1,4,4,20,Tuesday,14.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry I,1,503,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2102,Organic Chemistry I,1,504,1,1,4,4,20,Thursday,8.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry I,1,504,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2102,Organic Chemistry I,1,505,1,1,4,4,20,Thursday,11.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry I,1,505,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2102,Organic Chemistry II,1,1,1,1,4,4,20,Tuesday,14.5,1.5,EB1102,Ackroyd,Nathan
CHPH,CHEM2211,Organic Chemistry II,1,1,2,1,4,4,20,Thursday,14.5,1.5,EB1102,Ackroyd,Nathan
CHPH,CHEM2111,Organic Chemistry II,1,2,1,1,4,4,20,Tuesday,16,1.5,EA1024,,
CHPH,CHEM2211,Organic Chemistry II,1,2,2,1,4,4,20,Thursday,16,1.5,EA1024,,
CHPH,CHEM2111,Organic Chemistry II,1,401,1,1,4,4,20,Tuesday,8.5,1,T230,,
CHPH,CHEM2211,Organic Chemistry II,1,402,1,1,4,4,20,Tuesday,13.5,1,B222,,
CHPH,CHEM2111,Organic Chemistry II,1,403,1,1,4,4,20,Wednesday,15.5,1,E123,,
CHPH,CHEM2211,Organic Chemistry II,1,404,1,1,4,4,20,Tuesday,9.5,1,T230,,
CHPH,CHEM2111,Organic Chemistry II,1,501,1,1,4,4,20,Monday,8.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,501,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,502,1,1,4,4,20,Monday,11.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,502,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,503,1,1,4,4,20,Monday,14.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,503,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,504,1,1,4,4,20,Wednesday,8.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,504,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,505,1,1,4,4,20,Wednesday,11.5,3,B223,Kapocsi-Kiss,Eniko
CHPH,CHEM2211,Organic Chemistry II,1,505,2,1,4,4,20,0,0,0,B260,Kapocsi-Kiss,Eniko
CHPH,CHEM2111,Organic Chemistry II,1,506,1,1,4,4,20,Friday,8.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,506,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,507,1,1,4,4,20,Friday,11.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,507,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,Organic Chemistry II,1,508,1,1,4,4,20,Friday,14.5,3,B223,,
CHPH,CHEM2211,Organic Chemistry II,1,508,2,1,4,4,20,0,0,0,B260,,
CHPH,CHEM2111,The Organic Chemistry of Life,1,1,1,1,4,4,20,Tuesday,16,1.5,E145,,
CHPH,CHEM2211,The Organic Chemistry of Life,1,1,2,1,4,4,20,Thursday,16,1.5,E145,,
CHPH,CHEM2157,Industrial Organic Chemistry,1,1,1,1,4,4,20,Tuesday,14.5,1.5,EC1145,,
CHPH,CHEM2211,Industrial Organic Chemistry,1,1,2,1,4,4,20,Thursday,14.5,1.5,EC1145,,
CHPH,CHEM3200,Industrial Organic Chemistry,1,401,1,1,4,4,20,Tuesday,8.5,1,X305,,
CHPH,CHEM2211,The Chemistry Between Us,1,1,1,1,4,4,20,Tuesday,10,1.5,E131,Lovallo,Christopher
CHPH,CHEM3200,The Chemistry Between Us,1,1,2,1,4,4,20,Thursday,10,1.5,E131,Lovallo,Christopher
CHPH,CHEM2302,Analytical Chemistry II,1,1,1,1,4,4,20,Tuesday,9,1,W231,Sadiq,Nausheen
CHPH,CHEM3200,Analytical Chemistry II,1,1,2,1,4,4,20,Thursday,9,1,W231,Sadiq,Nausheen
CHPH,CHEM3201,Analytical Chemistry II,1,1,3,1,4,4,20,Friday,9,1,W231,Sadiq,Nausheen
CHPH,CHEM3200,Analytical Chemistry II,1,501,1,1,4,4,20,Monday,13,4,B270,Ho,Karen
CHPH,CHEM3201,Analytical Chemistry II,1,501,2,1,4,4,20,0,0,0,EA1041,Ho,Karen
CHPH,CHEM3200,Analytical Chemistry II,1,502,1,1,4,4,20,Friday,11,4,B270,,
CHPH,CHEM3201,Analytical Chemistry II,1,502,2,1,4,4,20,0,0,0,EA1041,,
CHPH,CHEM3200,Research Methods in Chemistry,1,1,1,1,4,4,20,Monday,13,1.5,T234,McCollum,Brett
CHPH,CHEM3201,Research Methods in Chemistry,1,1,2,1,4,4,20,Wednesday,13,1.5,T234,McCollum,Brett
CHPH,CHEM3802,Research Methods in Chemistry,1,501,1,1,4,4,20,Tuesday,14.5,3,EB1011,McCollum,Brett
CHPH,CHEM3201,Structure Determination,1,1,1,1,4,4,20,Tuesday,8.5,1.5,EA1022,,
CHPH,CHEM3802,Structure Determination,1,1,2,1,4,4,20,Thursday,8.5,1.5,EA1022,,
CHPH,CHEM3602,Elementary Quantum Mechanics,1,1,1,1,4,4,20,Tuesday,13,1.5,Y316,Morris,Alexis
CHPH,CHEM3802,Elementary Quantum Mechanics,1,1,2,1,4,4,20,Thursday,13,1.5,Y316,Morris,Alexis
CHPH,CHEM3701,Elementary Quantum Mechanics,1,501,1,1,4,4,20,0,0,0,B226,,
CHPH,CHEM3802,Elementary Quantum Mechanics,1,501,2,1,4,4,20,0,0,0,,,
CHPH,CHEM3701,Elementary Quantum Mechanics,1,501,3,1,4,4,20,0,0,0,,,
CHPH,CHEM3802,Elementary Quantum Mechanics,1,502,1,1,4,4,20,Wednesday,13,3,B228,,
CHPH,CHEM3701,Elementary Quantum Mechanics,1,502,2,1,4,4,20,0,0,0,B230,,
CHPH,CHEM3802,Elementary Quantum Mechanics,1,502,3,1,4,4,20,0,0,0,B226,,
CHPH,CHEM3701,Molecular Mechanics and Dynamics,1,1,1,1,4,4,20,Tuesday,12,1,E123,Lovallo,Christopher
CHPH,CHEM3802,Molecular Mechanics and Dynamics,1,1,2,1,4,4,20,Thursday,12,1,E123,Lovallo,Christopher
CHPH,CHEM4411,Molecular Mechanics and Dynamics,1,501,1,1,4,4,20,Thursday,14.5,1,B223,Lovallo,Christopher
CHPH,CHEM3802,Science and Politics,1,1,1,1,4,4,20,Tuesday,10.5,2,B222,Bratt,Duane
CHPH,CHEM4411,Science and Politics,1,1,2,1,4,4,20,0,0,0,,McCollum,Brett
CHPH,CHEM4103,Science and Politics,1,1,2,1,4,4,20,Thursday,10.5,1,B222,Bratt,Duane
CHPH,CHEM4411,Science and Politics,1,1,3,1,4,4,20,0,0,0,,McCollum,Brett
CHPH,CHEM4103,Science and Politics,1,501,1,1,4,4,20,Thursday,11.5,1,B222,Bratt,Duane
CHPH,CHEM4411,Science and Politics,1,501,2,1,4,4,20,0,0,0,EA2067,Bratt,Duane
CHPH,CHEM4103,Science and Politics,1,501,3,1,4,4,20,0,0,0,B222,McCollum,Brett
CHPH,CHEM4411,Science and Politics,1,501,4,1,4,4,20,0,0,0,EA2067,McCollum,Brett
CHPH,CHEM4103,Advanced Organic Synthesis,1,1,1,1,4,4,20,Monday,13,1.5,E131,Ackroyd,Nathan
CHPH,CHEM4411,Advanced Organic Synthesis,1,1,2,1,4,4,20,Wednesday,13,1.5,E131,Ackroyd,Nathan
CHPH,CHEM4213,Advanced Organic Synthesis,1,501,1,1,4,4,20,Wednesday,14.5,4,B260,Kapocsi-Kiss,Eniko
CHPH,CHEM4411,Advanced Organic Synthesis,1,502,1,1,4,4,20,Thursday,14.5,4,B260,Kapocsi-Kiss,Eniko
CHPH,CHEM4213,Drug Discovery,1,1,1,1,4,4,20,Monday,11.5,1,EA1045,Ackroyd,Nathan
CHPH,CHEM4411,Drug Discovery,1,1,2,1,4,4,20,Wednesday,11.5,1,EA1045,Ackroyd,Nathan
CHPH,CHEM5202,Drug Discovery,1,1,3,1,4,4,20,Friday,11.5,1,EA1045,Ackroyd,Nathan
CHPH,CHEM4411,Organometallic Chemistry and Cataly,1,1,1,1,4,4,20,Wednesday,11.5,1.5,T227,Webb,Dylan
CHPH,CHEM5202,Organometallic Chemistry and Cataly,1,1,2,1,4,4,20,Friday,11.5,1.5,T227,Webb,Dylan
CHPH,CHEM5200,Analytical Biochemistry in a Commun,1,501,1,1,4,4,20,Monday,8.5,3,B281,Chik,John
CHPH,CHEM5202,Analytical Biochemistry in a Commun,1,501,2,1,4,4,20,Friday,8.5,3,B281,Chik,John
CHPH,CHEM5201,Independent Project I,1,1,1,1,4,4,20,0,0,0,,Kapocsi-Kiss,Eniko
CHPH,CHEM5202,Independent Project II,1,1,1,1,4,4,20,0,0,0,,Kapocsi-Kiss,Eniko
CHPH,NTSC1115,Intro to Forensic Science,1,1,1,1,4,4,20,Tuesday,11.5,1.5,W316,,
